Year,Month,Neighborhood,Rainfall_In,SVI,Canopy_Pct,Depth_m,Property_Loss_USD
2016,2,Montbello,2.15,0.75,15,0.71,35467.89
2016,2,Montbello,1.07,0.75,15,0.28,13895.5
2016,2,Cherry Creek,1.66,0.1,28,0.5,100479.62
2016,2,Five Points,2.14,0.82,12,0.94,46773.64
2016,2,Montbello,0.96,0.75,15,0.23,11671.7
2016,2,Five Points,1.12,0.82,12,0.53,26358.42
2016,2,Washington Park,1.1,0.15,35,0.18,35716.94
2016,2,Washington Park,0.02,0.15,35,0.0,0.0
2016,2,Elyria-Swansea,2.02,0.94,8,0.98,48948.07
2016,2,Montbello,1.73,0.75,15,0.54,27012.21
2016,2,Five Points,1.27,0.82,12,0.59,29358.14
2016,2,Five Points,0.39,0.82,12,0.24,11768.88
2016,2,Cherry Creek,0.58,0.1,28,0.07,14496.59
2016,2,Five Points,0.67,0.82,12,0.35,17452.05
2016,2,Washington Park,0.53,0.15,35,0.0,0.0
2016,2,Cherry Creek,1.26,0.1,28,0.34,68635.95
2016,2,Elyria-Swansea,2.05,0.94,8,0.99,49591.61
2016,2,Five Points,0.55,0.82,12,0.3,14949.14
2016,3,Elyria-Swansea,1.26,0.94,8,0.67,33627.33
2016,3,Washington Park,1.33,0.15,35,0.27,54550.38
2016,3,Cherry Creek,0.72,0.1,28,0.13,25528.63
2016,3,Washington Park,1.07,0.15,35,0.17,33657.88
2016,3,Cherry Creek,0.6,0.1,28,0.08,15600.26
2016,3,Washington Park,0.08,0.15,35,0.0,0.0
2016,3,Montbello,1.02,0.75,15,0.26,12818.56
2016,3,Montbello,0.42,0.75,15,0.02,917.09
2016,3,Washington Park,0.8,0.15,35,0.06,12091.01
2016,3,Five Points,1.55,0.82,12,0.7,35076.81
2016,3,Five Points,0.91,0.82,12,0.44,22187.42
2016,3,Elyria-Swansea,0.68,0.94,8,0.44,22187.86
2016,3,Five Points,1.72,0.82,12,0.77,38425.64
2016,3,Elyria-Swansea,0.86,0.94,8,0.51,25669.66
2016,3,Cherry Creek,0.91,0.1,28,0.2,40513.71
2016,3,Washington Park,0.18,0.15,35,0.0,0.0
2016,3,Five Points,0.54,0.82,12,0.3,14831.64
2016,3,Five Points,1.48,0.82,12,0.67,33631.28
2016,3,Montbello,1.3,0.75,15,0.37,18431.4
2016,3,Five Points,0.73,0.82,12,0.37,18584.89
2016,3,Washington Park,0.13,0.15,35,0.0,0.0
2016,4,Cherry Creek,0.57,0.1,28,0.07,13240.67
2016,4,Montbello,1.62,0.75,15,0.5,24876.32
2016,4,Cherry Creek,0.77,0.1,28,0.15,29500.97
2016,4,Five Points,1.25,0.82,12,0.58,29082.86
2016,4,Cherry Creek,1.4,0.1,28,0.4,79863.14
2016,4,Montbello,2.19,0.75,15,0.73,36300.93
2016,4,Elyria-Swansea,1.09,0.94,8,0.61,30280.89
2016,4,Elyria-Swansea,2.59,0.94,8,1.2,60231.08
2016,4,Montbello,0.37,0.75,15,0.0,0.0
2016,4,Elyria-Swansea,0.98,0.94,8,0.56,28039.47
2016,4,Montbello,0.12,0.75,15,0.0,0.0
2016,4,Montbello,2.26,0.75,15,0.75,37613.35
2016,4,Washington Park,1.04,0.15,35,0.16,31538.67
2016,4,Montbello,0.91,0.75,15,0.21,10663.14
2016,4,Elyria-Swansea,0.07,0.94,8,0.2,9966.29
2016,4,Montbello,1.87,0.75,15,0.6,29824.68
2016,4,Washington Park,0.54,0.15,35,0.0,0.0
2016,4,Five Points,2.27,0.82,12,0.99,49395.68
2016,4,Elyria-Swansea,0.41,0.94,8,0.34,16781.94
2016,4,Elyria-Swansea,0.38,0.94,8,0.32,16150.43
2016,4,Montbello,1.03,0.75,15,0.26,13080.87
2016,5,Cherry Creek,1.76,0.1,28,0.54,108733.5
2016,5,Elyria-Swansea,4.68,0.94,8,2.04,102055.23
2016,5,Montbello,0.89,0.75,15,0.21,10288.0
2016,5,Elyria-Swansea,2.87,0.94,8,1.32,65988.89
2016,5,Montbello,3.59,0.75,15,1.29,64346.21
2016,5,Montbello,7.52,0.75,15,2.86,142989.95
2016,5,Cherry Creek,2.8,0.1,28,0.96,191983.69
2016,5,Five Points,8.39,0.82,12,3.44,171868.34
2016,5,Montbello,6.9,0.75,15,2.61,130498.39
2016,5,Washington Park,1.73,0.15,35,0.43,86373.74
2016,5,Elyria-Swansea,2.05,0.94,8,0.99,49445.92
2016,5,Montbello,0.82,0.75,15,0.18,8983.02
2016,5,Montbello,2.38,0.75,15,0.8,40185.73
2016,5,Washington Park,3.23,0.15,35,1.03,206493.15
2016,5,Washington Park,4.74,0.15,35,1.64,327008.5
2016,5,Cherry Creek,1.16,0.1,28,0.31,61019.69
2016,5,Five Points,6.25,0.82,12,2.58,128959.95
2016,5,Elyria-Swansea,6.75,0.94,8,2.87,143518.34
2016,5,Cherry Creek,4.77,0.1,28,1.75,349868.65
2016,5,Elyria-Swansea,1.63,0.94,8,0.82,41057.29
2016,5,Washington Park,2.17,0.15,35,0.61,121686.95
2016,6,Montbello,7.49,0.75,15,2.84,142224.48
2016,6,Cherry Creek,3.52,0.1,28,1.25,249416.52
2016,6,Cherry Creek,5.56,0.1,28,2.06,412832.15
2016,6,Montbello,2.41,0.75,15,0.81,40609.51
2016,6,Five Points,3.85,0.82,12,1.62,80949.06
2016,6,Montbello,0.31,0.75,15,0.0,0.0
2016,6,Montbello,0.97,0.75,15,0.24,11946.9
2016,6,Cherry Creek,0.31,0.1,28,0.0,0.0
2016,6,Montbello,1.66,0.75,15,0.51,25674.24
2016,6,Five Points,5.19,0.82,12,2.16,107895.56
2016,6,Washington Park,4.13,0.15,35,1.39,278081.64
2016,6,Five Points,1.88,0.82,12,0.83,41651.83
2016,6,Cherry Creek,4.35,0.1,28,1.58,316316.53
2016,6,Washington Park,2.05,0.15,35,0.56,111911.65
2016,6,Elyria-Swansea,1.84,0.94,8,0.91,45344.69
2016,6,Five Points,0.38,0.82,12,0.23,11671.45
2016,6,Cherry Creek,1.32,0.1,28,0.37,73969.29
2016,6,Cherry Creek,1.32,0.1,28,0.37,73617.17
2016,6,Five Points,3.05,0.82,12,1.3,65065.07
2016,6,Cherry Creek,1.88,0.1,28,0.59,118309.41
2016,6,Cherry Creek,1.13,0.1,28,0.29,58495.39
2016,7,Montbello,0.53,0.75,15,0.06,3119.03
2016,7,Elyria-Swansea,1.3,0.94,8,0.69,34474.67
2016,7,Washington Park,1.12,0.15,35,0.19,37251.98
2016,7,Cherry Creek,0.71,0.1,28,0.12,24689.44
2016,7,Elyria-Swansea,1.39,0.94,8,0.73,36310.33
2016,7,Montbello,0.6,0.75,15,0.09,4561.12
2016,7,Montbello,0.51,0.75,15,0.05,2716.76
2016,7,Elyria-Swansea,0.71,0.94,8,0.46,22784.86
2016,7,Montbello,0.79,0.75,15,0.17,8279.6
2016,7,Five Points,0.67,0.82,12,0.35,17427.83
2016,7,Elyria-Swansea,0.56,0.94,8,0.39,19654.9
2016,7,Five Points,0.73,0.82,12,0.37,18527.41
2016,7,Montbello,2.23,0.75,15,0.74,37005.73
2016,7,Washington Park,0.39,0.15,35,0.0,0.0
2016,7,Five Points,3.4,0.82,12,1.44,71987.79
2016,7,Cherry Creek,0.54,0.1,28,0.06,11389.33
2016,7,Montbello,0.37,0.75,15,0.0,0.0
2016,7,Elyria-Swansea,0.24,0.94,8,0.27,13354.65
2016,7,Cherry Creek,0.24,0.1,28,0.0,0.0
2016,7,Washington Park,1.9,0.15,35,0.5,99770.84
2016,7,Cherry Creek,0.81,0.1,28,0.17,33187.63
2016,8,Cherry Creek,1.05,0.1,28,0.26,52168.67
2016,8,Washington Park,0.38,0.15,35,0.0,0.0
2016,8,Cherry Creek,0.39,0.1,28,0.0,0.0
2016,8,Five Points,0.79,0.82,12,0.4,19869.81
2016,8,Five Points,0.41,0.82,12,0.24,12160.53
2016,8,Montbello,0.57,0.75,15,0.08,3920.15
2016,8,Montbello,1.24,0.75,15,0.34,17216.43
2016,8,Five Points,2.03,0.82,12,0.89,44564.07
2016,8,Washington Park,1.08,0.15,35,0.17,34788.22
2016,8,Elyria-Swansea,0.15,0.94,8,0.23,11570.29
2016,8,Washington Park,1.1,0.15,35,0.18,36022.79
2016,8,Cherry Creek,1.04,0.1,28,0.26,51004.06
2016,8,Washington Park,0.13,0.15,35,0.0,0.0
2016,8,Elyria-Swansea,1.06,0.94,8,0.6,29765.73
2016,8,Elyria-Swansea,0.09,0.94,8,0.21,10261.19
2016,8,Elyria-Swansea,1.33,0.94,8,0.7,35082.22
2016,8,Washington Park,3.03,0.15,35,0.95,190623.12
2016,8,Montbello,0.36,0.75,15,0.0,0.0
2016,8,Cherry Creek,0.99,0.1,28,0.24,47113.28
2016,8,Elyria-Swansea,3.3,0.94,8,1.49,74434.31
2016,8,Montbello,2.17,0.75,15,0.72,35979.75
2016,9,Five Points,1.74,0.82,12,0.78,38892.47
2016,9,Washington Park,0.83,0.15,35,0.07,14111.18
2016,9,Cherry Creek,0.45,0.1,28,0.02,3913.25
2016,9,Elyria-Swansea,2.5,0.94,8,1.17,58416.47
2016,9,Elyria-Swansea,1.04,0.94,8,0.59,29285.96
2016,9,Cherry Creek,0.51,0.1,28,0.04,8663.96
2016,9,Cherry Creek,1.06,0.1,28,0.26,52490.42
2016,9,Washington Park,0.32,0.15,35,0.0,0.0
2016,9,Elyria-Swansea,0.51,0.94,8,0.37,18723.09
2016,9,Montbello,0.33,0.75,15,0.0,0.0
2016,9,Five Points,2.35,0.82,12,1.02,50966.43
2016,9,Cherry Creek,0.61,0.1,28,0.08,16584.73
2016,9,Elyria-Swansea,0.13,0.94,8,0.22,11065.38
2016,9,Five Points,2.46,0.82,12,1.06,53120.4
2016,9,Five Points,1.54,0.82,12,0.7,34849.26
2016,9,Montbello,0.11,0.75,15,0.0,0.0
2016,9,Elyria-Swansea,1.12,0.94,8,0.62,30910.11
2016,9,Elyria-Swansea,0.54,0.94,8,0.39,19260.73
2016,9,Elyria-Swansea,0.77,0.94,8,0.48,23952.33
2016,9,Elyria-Swansea,0.46,0.94,8,0.36,17759.57
2016,9,Elyria-Swansea,0.26,0.94,8,0.27,13687.6
2016,10,Cherry Creek,0.81,0.1,28,0.16,32754.66
2016,10,Cherry Creek,3.59,0.1,28,1.27,254882.92
2016,10,Elyria-Swansea,2.67,0.94,8,1.24,61803.7
2016,10,Montbello,1.55,0.75,15,0.47,23474.74
2016,10,Five Points,0.85,0.82,12,0.42,21020.79
2016,10,Montbello,0.55,0.75,15,0.07,3478.74
2016,10,Five Points,0.21,0.82,12,0.16,8231.86
2016,10,Montbello,0.75,0.75,15,0.15,7433.54
2016,10,Montbello,1.78,0.75,15,0.56,28053.98
2016,10,Five Points,0.77,0.82,12,0.39,19301.81
2016,10,Montbello,0.32,0.75,15,0.0,0.0
2016,10,Cherry Creek,0.83,0.1,28,0.17,34302.05
2016,10,Montbello,1.42,0.75,15,0.42,20803.13
2016,10,Washington Park,0.32,0.15,35,0.0,0.0
2016,10,Montbello,0.63,0.75,15,0.1,5065.04
2016,10,Cherry Creek,2.26,0.1,28,0.74,148628.0
2016,10,Elyria-Swansea,4.1,0.94,8,1.81,90542.23
2016,10,Washington Park,0.53,0.15,35,0.0,0.0
2016,10,Cherry Creek,1.3,0.1,28,0.36,71726.58
2016,10,Montbello,1.81,0.75,15,0.57,28746.66
2016,10,Montbello,0.96,0.75,15,0.23,11701.29
2016,11,Cherry Creek,1.97,0.1,28,0.63,125915.09
2016,11,Washington Park,1.42,0.15,35,0.31,61909.75
2016,11,Five Points,0.48,0.82,12,0.27,13670.2
2016,11,Washington Park,0.59,0.15,35,0.0,0.0
2016,11,Five Points,0.21,0.82,12,0.17,8263.65
2016,11,Cherry Creek,2.43,0.1,28,0.81,162679.87
2016,11,Montbello,0.59,0.75,15,0.09,4300.97
2016,11,Cherry Creek,0.83,0.1,28,0.17,34001.86
2016,11,Washington Park,1.87,0.15,35,0.49,97235.03
2016,11,Cherry Creek,0.17,0.1,28,0.0,0.0
2016,11,Five Points,0.49,0.82,12,0.27,13749.82
2016,11,Washington Park,0.32,0.15,35,0.0,0.0
2016,11,Washington Park,0.41,0.15,35,0.0,0.0
2016,11,Washington Park,0.92,0.15,35,0.11,21576.01
2016,11,Washington Park,0.26,0.15,35,0.0,0.0
2016,11,Cherry Creek,1.44,0.1,28,0.42,83223.75
2016,11,Elyria-Swansea,1.36,0.94,8,0.71,35715.04
2016,11,Five Points,1.15,0.82,12,0.54,27063.8
2016,11,Elyria-Swansea,0.05,0.94,8,0.19,9526.91
2016,11,Five Points,0.67,0.82,12,0.35,17302.21
2016,11,Washington Park,0.63,0.15,35,0.0,0.0
2016,12,Montbello,0.85,0.75,15,0.19,9423.71
2016,12,Washington Park,1.27,0.15,35,0.25,49286.13
2016,12,Cherry Creek,0.84,0.1,28,0.18,35022.61
2016,12,Cherry Creek,0.31,0.1,28,0.0,0.0
2016,12,Elyria-Swansea,0.99,0.94,8,0.56,28223.0
2016,12,Washington Park,1.45,0.15,35,0.32,64388.62
2016,12,Elyria-Swansea,1.41,0.94,8,0.73,36623.55
2016,12,Elyria-Swansea,1.72,0.94,8,0.86,42968.83
2016,12,Montbello,1.17,0.75,15,0.32,15951.96
2016,12,Washington Park,0.43,0.15,35,0.0,0.0
2016,12,Montbello,0.61,0.75,15,0.09,4681.22
2016,12,Montbello,0.36,0.75,15,0.0,0.0
2016,12,Elyria-Swansea,1.26,0.94,8,0.67,33731.38
2016,12,Montbello,0.11,0.75,15,0.0,0.0
2016,12,Elyria-Swansea,0.55,0.94,8,0.39,19422.2
2016,12,Cherry Creek,0.08,0.1,28,0.0,0.0
2016,12,Cherry Creek,0.52,0.1,28,0.05,9341.68
2016,12,Elyria-Swansea,0.9,0.94,8,0.53,26504.79
2016,12,Montbello,0.82,0.75,15,0.18,8962.21
2016,12,Montbello,0.32,0.75,15,0.0,0.0
2016,12,Montbello,0.58,0.75,15,0.08,4114.02
2017,1,Montbello,1.16,0.75,15,0.31,15619.87
2017,1,Elyria-Swansea,0.44,0.94,8,0.35,17273.93
2017,1,Washington Park,1.94,0.15,35,0.52,103435.01
2017,1,Elyria-Swansea,0.15,0.94,8,0.23,11530.12
2017,1,Washington Park,0.8,0.15,35,0.06,11681.42
2017,1,Five Points,3.19,0.82,12,1.36,67873.33
2017,1,Washington Park,1.15,0.15,35,0.2,40191.29
2017,1,Washington Park,1.46,0.15,35,0.32,64832.9
2017,1,Washington Park,1.95,0.15,35,0.52,104194.61
2017,1,Elyria-Swansea,0.51,0.94,8,0.37,18613.82
2017,1,Five Points,1.75,0.82,12,0.78,39013.68
2017,1,Five Points,0.7,0.82,12,0.36,18075.15
2017,1,Washington Park,1.19,0.15,35,0.21,42872.97
2017,1,Five Points,0.67,0.82,12,0.35,17491.99
2017,1,Washington Park,0.25,0.15,35,0.0,0.0
2017,1,Cherry Creek,0.66,0.1,28,0.1,20754.95
2017,1,Five Points,1.75,0.82,12,0.78,38981.5
2017,1,Five Points,1.13,0.82,12,0.53,26548.94
2017,1,Elyria-Swansea,0.58,0.94,8,0.4,20076.89
2017,1,Five Points,1.64,0.82,12,0.74,36875.06
2017,1,Five Points,0.73,0.82,12,0.37,18568.62
2017,2,Elyria-Swansea,0.89,0.94,8,0.52,26218.28
2017,2,Five Points,0.46,0.82,12,0.27,13271.91
2017,2,Elyria-Swansea,1.15,0.94,8,0.63,31444.39
2017,2,Montbello,1.98,0.75,15,0.64,32188.8
2017,2,Elyria-Swansea,1.65,0.94,8,0.83,41432.79
2017,2,Cherry Creek,1.9,0.1,28,0.6,119704.19
2017,2,Montbello,0.91,0.75,15,0.21,10625.24
2017,2,Five Points,0.46,0.82,12,0.26,13235.64
2017,2,Montbello,0.19,0.75,15,0.0,0.0
2017,2,Montbello,0.07,0.75,15,0.0,0.0
2017,2,Washington Park,1.56,0.15,35,0.36,72734.31
2017,2,Montbello,1.7,0.75,15,0.53,26540.67
2017,2,Elyria-Swansea,0.64,0.94,8,0.43,21288.26
2017,2,Elyria-Swansea,0.37,0.94,8,0.32,15801.36
2017,2,Washington Park,0.16,0.15,35,0.0,0.0
2017,2,Montbello,0.77,0.75,15,0.16,7845.77
2017,2,Montbello,1.0,0.75,15,0.25,12452.52
2017,2,Elyria-Swansea,0.28,0.94,8,0.28,14089.78
2017,2,Montbello,1.03,0.75,15,0.26,13132.07
2017,2,Elyria-Swansea,1.26,0.94,8,0.67,33651.04
2017,2,Five Points,0.22,0.82,12,0.17,8475.33
2017,3,Five Points,0.04,0.82,12,0.1,4799.4
2017,3,Montbello,0.84,0.75,15,0.19,9324.3
2017,3,Cherry Creek,0.6,0.1,28,0.08,16284.15
2017,3,Washington Park,2.0,0.15,35,0.54,107856.99
2017,3,Washington Park,0.49,0.15,35,0.0,0.0
2017,3,Montbello,0.37,0.75,15,0.0,0.0
2017,3,Montbello,1.61,0.75,15,0.5,24772.86
2017,3,Five Points,0.37,0.82,12,0.23,11331.59
2017,3,Cherry Creek,0.44,0.1,28,0.02,3486.35
2017,3,Five Points,0.78,0.82,12,0.39,19570.0
2017,3,Cherry Creek,2.67,0.1,28,0.91,181447.39
2017,3,Montbello,0.6,0.75,15,0.09,4515.21
2017,3,Five Points,0.15,0.82,12,0.14,6958.89
2017,3,Cherry Creek,0.38,0.1,28,0.0,0.0
2017,3,Montbello,0.72,0.75,15,0.14,6850.34
2017,3,Montbello,0.73,0.75,15,0.14,7150.8
2017,3,Elyria-Swansea,0.65,0.94,8,0.43,21488.42
2017,3,Elyria-Swansea,0.84,0.94,8,0.51,25280.29
2017,3,Washington Park,0.94,0.15,35,0.12,23422.09
2017,3,Cherry Creek,0.31,0.1,28,0.0,0.0
2017,3,Washington Park,1.61,0.15,35,0.39,77064.55
2017,4,Montbello,2.23,0.75,15,0.74,37145.07
2017,4,Washington Park,0.68,0.15,35,0.01,2515.18
2017,4,Five Points,0.53,0.82,12,0.29,14562.74
2017,4,Elyria-Swansea,0.27,0.94,8,0.28,13818.11
2017,4,Washington Park,0.39,0.15,35,0.0,0.0
2017,4,Cherry Creek,0.18,0.1,28,0.0,0.0
2017,4,Cherry Creek,1.83,0.1,28,0.57,114786.77
2017,4,Montbello,1.22,0.75,15,0.34,16970.44
2017,4,Cherry Creek,0.09,0.1,28,0.0,0.0
2017,4,Washington Park,2.84,0.15,35,0.88,175361.63
2017,4,Cherry Creek,0.62,0.1,28,0.09,17712.97
2017,4,Montbello,1.09,0.75,15,0.29,14398.56
2017,4,Five Points,2.41,0.82,12,1.04,52119.64
2017,4,Washington Park,0.57,0.15,35,0.0,0.0
2017,4,Five Points,0.42,0.82,12,0.25,12483.05
2017,4,Five Points,0.59,0.82,12,0.32,15772.91
2017,4,Cherry Creek,0.52,0.1,28,0.05,9822.63
2017,4,Washington Park,1.32,0.15,35,0.27,53906.91
2017,4,Cherry Creek,1.17,0.1,28,0.31,61979.8
2017,4,Cherry Creek,2.38,0.1,28,0.79,158265.05
2017,4,Cherry Creek,0.57,0.1,28,0.07,13501.05
2017,5,Elyria-Swansea,0.53,0.94,8,0.38,19009.08
2017,5,Washington Park,1.01,0.15,35,0.14,28802.69
2017,5,Five Points,1.48,0.82,12,0.67,33644.26
2017,5,Cherry Creek,2.5,0.1,28,0.84,168013.2
2017,5,Montbello,5.67,0.75,15,2.12,105868.67
2017,5,Elyria-Swansea,1.29,0.94,8,0.69,34350.78
2017,5,Five Points,7.58,0.82,12,3.11,155613.89
2017,5,Five Points,2.01,0.82,12,0.88,44139.05
2017,5,Five Points,0.64,0.82,12,0.34,16877.22
2017,5,Elyria-Swansea,1.7,0.94,8,0.85,42544.41
2017,5,Elyria-Swansea,4.01,0.94,8,1.77,88723.81
2017,5,Elyria-Swansea,4.98,0.94,8,2.16,108014.78
2017,5,Montbello,2.61,0.75,15,0.89,44742.94
2017,5,Cherry Creek,5.37,0.1,28,1.99,397605.63
2017,5,Montbello,1.83,0.75,15,0.58,29144.09
2017,5,Cherry Creek,2.85,0.1,28,0.98,195992.97
2017,5,Cherry Creek,0.9,0.1,28,0.2,39998.87
2017,5,Elyria-Swansea,0.15,0.94,8,0.23,11528.7
2017,5,Washington Park,2.55,0.15,35,0.76,151992.64
2017,5,Washington Park,0.59,0.15,35,0.0,0.0
2017,5,Elyria-Swansea,6.7,0.94,8,2.85,142542.75
2017,6,Five Points,2.73,0.82,12,1.17,58514.01
2017,6,Montbello,7.27,0.75,15,2.76,137832.71
2017,6,Washington Park,0.39,0.15,35,0.0,0.0
2017,6,Five Points,7.32,0.82,12,3.01,150352.7
2017,6,Elyria-Swansea,4.81,0.94,8,2.09,104695.19
2017,6,Washington Park,4.28,0.15,35,1.45,290620.15
2017,6,Elyria-Swansea,5.07,0.94,8,2.2,109923.43
2017,6,Elyria-Swansea,2.15,0.94,8,1.03,51583.62
2017,6,Cherry Creek,0.33,0.1,28,0.0,0.0
2017,6,Washington Park,2.9,0.15,35,0.9,180185.6
2017,6,Cherry Creek,2.41,0.1,28,0.8,160730.19
2017,6,Elyria-Swansea,1.63,0.94,8,0.82,41126.44
2017,6,Washington Park,2.65,0.15,35,0.8,159862.05
2017,6,Five Points,7.97,0.82,12,3.27,163420.77
2017,6,Washington Park,4.71,0.15,35,1.62,324933.34
2017,6,Five Points,1.12,0.82,12,0.53,26323.51
2017,6,Cherry Creek,1.21,0.1,28,0.32,64810.45
2017,6,Cherry Creek,4.04,0.1,28,1.45,290946.05
2017,6,Elyria-Swansea,4.65,0.94,8,2.03,101593.74
2017,6,Cherry Creek,1.42,0.1,28,0.41,81881.63
2017,6,Five Points,1.81,0.82,12,0.8,40146.28
2017,7,Washington Park,0.6,0.15,35,0.0,0.0
2017,7,Five Points,2.4,0.82,12,1.04,51921.25
2017,7,Montbello,0.92,0.75,15,0.22,10924.42
2017,7,Five Points,0.23,0.82,12,0.17,8528.71
2017,7,Washington Park,1.89,0.15,35,0.5,99420.05
2017,7,Cherry Creek,0.75,0.1,28,0.14,28294.7
2017,7,Five Points,0.8,0.82,12,0.4,20082.32
2017,7,Elyria-Swansea,0.31,0.94,8,0.3,14780.45
2017,7,Five Points,0.8,0.82,12,0.4,19917.56
2017,7,Five Points,0.29,0.82,12,0.2,9833.03
2017,7,Elyria-Swansea,0.25,0.94,8,0.27,13598.28
2017,7,Five Points,0.95,0.82,12,0.46,23020.06
2017,7,Elyria-Swansea,0.44,0.94,8,0.35,17334.9
2017,7,Montbello,0.6,0.75,15,0.09,4527.69
2017,7,Five Points,0.43,0.82,12,0.25,12597.72
2017,7,Five Points,0.49,0.82,12,0.27,13710.61
2017,7,Elyria-Swansea,3.08,0.94,8,1.4,70014.35
2017,7,Cherry Creek,2.32,0.1,28,0.77,153553.5
2017,7,Cherry Creek,0.84,0.1,28,0.18,35252.51
2017,7,Five Points,0.37,0.82,12,0.23,11338.46
2017,7,Montbello,0.97,0.75,15,0.24,11961.66
2017,8,Cherry Creek,0.89,0.1,28,0.2,39170.7
2017,8,Five Points,0.52,0.82,12,0.29,14480.2
2017,8,Cherry Creek,0.37,0.1,28,0.0,0.0
2017,8,Elyria-Swansea,0.58,0.94,8,0.4,20121.29
2017,8,Five Points,0.83,0.82,12,0.41,20638.13
2017,8,Five Points,0.89,0.82,12,0.44,21844.58
2017,8,Montbello,0.26,0.75,15,0.0,0.0
2017,8,Montbello,0.65,0.75,15,0.11,5510.78
2017,8,Montbello,0.56,0.75,15,0.07,3693.76
2017,8,Washington Park,0.89,0.15,35,0.1,19315.04
2017,8,Elyria-Swansea,0.14,0.94,8,0.23,11310.76
2017,8,Elyria-Swansea,0.9,0.94,8,0.53,26525.72
2017,8,Five Points,1.02,0.82,12,0.49,24499.87
2017,8,Cherry Creek,1.07,0.1,28,0.27,53416.68
2017,8,Montbello,1.14,0.75,15,0.31,15368.38
2017,8,Elyria-Swansea,0.11,0.94,8,0.21,10677.94
2017,8,Five Points,0.35,0.82,12,0.22,10960.07
2017,8,Washington Park,1.3,0.15,35,0.26,52378.02
2017,8,Montbello,0.97,0.75,15,0.24,11878.13
2017,8,Cherry Creek,0.92,0.1,28,0.21,41988.72
2017,8,Elyria-Swansea,0.88,0.94,8,0.52,26131.11
2017,9,Elyria-Swansea,0.93,0.94,8,0.54,27124.97
2017,9,Cherry Creek,1.19,0.1,28,0.32,63414.13
2017,9,Cherry Creek,2.16,0.1,28,0.7,140780.25
2017,9,Washington Park,1.16,0.15,35,0.2,40543.81
2017,9,Montbello,0.77,0.75,15,0.16,7926.34
2017,9,Washington Park,0.88,0.15,35,0.09,18373.69
2017,9,Elyria-Swansea,0.39,0.94,8,0.33,16351.3
2017,9,Five Points,0.43,0.82,12,0.25,12534.93
2017,9,Washington Park,0.98,0.15,35,0.13,26237.75
2017,9,Cherry Creek,0.81,0.1,28,0.16,32792.67
2017,9,Montbello,0.77,0.75,15,0.16,7911.18
2017,9,Elyria-Swansea,0.53,0.94,8,0.38,19038.65
2017,9,Cherry Creek,0.45,0.1,28,0.02,3829.66
2017,9,Five Points,0.57,0.82,12,0.31,15326.21
2017,9,Five Points,2.48,0.82,12,1.07,53648.02
2017,9,Washington Park,0.17,0.15,35,0.0,0.0
2017,9,Five Points,0.72,0.82,12,0.37,18433.97
2017,9,Montbello,2.76,0.75,15,0.95,47663.16
2017,9,Washington Park,0.38,0.15,35,0.0,0.0
2017,9,Five Points,2.13,0.82,12,0.93,46641.15
2017,9,Montbello,0.82,0.75,15,0.18,8835.79
2017,10,Five Points,1.35,0.82,12,0.62,31032.61
2017,10,Washington Park,0.35,0.15,35,0.0,0.0
2017,10,Cherry Creek,0.96,0.1,28,0.23,45019.14
2017,10,Elyria-Swansea,0.99,0.94,8,0.57,28301.25
2017,10,Cherry Creek,1.22,0.1,28,0.33,65669.64
2017,10,Cherry Creek,1.3,0.1,28,0.36,72061.63
2017,10,Elyria-Swansea,1.11,0.94,8,0.61,30677.57
2017,10,Elyria-Swansea,1.38,0.94,8,0.72,36163.67
2017,10,Cherry Creek,1.1,0.1,28,0.28,56159.43
2017,10,Cherry Creek,0.25,0.1,28,0.0,0.0
2017,10,Cherry Creek,0.79,0.1,28,0.16,31390.97
2017,10,Montbello,0.14,0.75,15,0.0,0.0
2017,10,Montbello,1.35,0.75,15,0.39,19497.22
2017,10,Montbello,0.46,0.75,15,0.03,1656.6
2017,10,Montbello,3.35,0.75,15,1.19,59464.84
2017,10,Five Points,0.67,0.82,12,0.35,17446.52
2017,10,Montbello,0.37,0.75,15,0.0,0.0
2017,10,Elyria-Swansea,0.75,0.94,8,0.47,23470.54
2017,10,Montbello,0.4,0.75,15,0.01,419.58
2017,10,Montbello,0.4,0.75,15,0.01,449.65
2017,10,Cherry Creek,0.38,0.1,28,0.0,0.0
2017,11,Elyria-Swansea,0.22,0.94,8,0.26,12807.08
2017,11,Cherry Creek,0.84,0.1,28,0.18,35405.15
2017,11,Cherry Creek,1.53,0.1,28,0.45,90328.5
2017,11,Elyria-Swansea,0.88,0.94,8,0.52,26135.37
2017,11,Washington Park,0.81,0.15,35,0.06,12508.81
2017,11,Cherry Creek,0.35,0.1,28,0.0,0.0
2017,11,Washington Park,1.39,0.15,35,0.3,59094.95
2017,11,Elyria-Swansea,1.11,0.94,8,0.62,30779.53
2017,11,Elyria-Swansea,1.33,0.94,8,0.7,35009.85
2017,11,Cherry Creek,0.48,0.1,28,0.03,6666.04
2017,11,Washington Park,4.41,0.15,35,1.5,300804.39
2017,11,Cherry Creek,3.47,0.1,28,1.23,245854.7
2017,11,Montbello,1.0,0.75,15,0.25,12435.66
2017,11,Elyria-Swansea,2.52,0.94,8,1.18,58870.82
2017,11,Cherry Creek,0.64,0.1,28,0.1,19109.7
2017,11,Cherry Creek,0.66,0.1,28,0.1,20895.76
